Ingrediente Lista 1,Ingrediente Lista 2,Indice di Fuzzy
prosciutto cotto affettato,prosciutto cotto a fette,88
prosciutto cotto affettato,prosciutto cotto affettato,100
prosciutto cotto affettato,prosciutto cotto affettato sottile,87
prosciutto cotto affettato,prosciutto cotto affumicato,87
prosciutto cotto affettato,prosciutto cotto in un'unica fetta,77
prosciutto cotto cubettato,prosciutto cotto,76
prosciutto cotto cubettato,prosciutto cotto a cubetti,88
prosciutto cotto cubettato,prosciutto cotto a dadini,71
prosciutto cotto cubettato,prosciutto cotto a fette,80
prosciutto cotto cubettato,prosciutto cotto affettato,88
prosciutto cotto cubettato,prosciutto cotto affettato sottile,77
prosciutto cotto cubettato,prosciutto cotto affumicato,79
prosciutto cotto cubettato,prosciutto cotto in un'unica fetta,73
prosciutto crudo di parma crumble,prosciutto crudo di carpegna,75
prosciutto crudo di parma crumble,prosciutto crudo di montagna,72
prosciutto crudo di parma crumble,prosciutto crudo di parma,86
prosciutto crudo di parma cubettato,prosciutto cotto a cubetti,72
prosciutto crudo di parma cubettato,prosciutto crudo di carpegna,73
prosciutto crudo di parma cubettato,prosciutto crudo di montagna,73
prosciutto crudo di parma cubettato,prosciutto crudo di parma,83
prosciutto crudo di parma cubettato,"prosciutto crudo, in un'unica fetta",71
prosciutto crudo di parma dop,prosciutto crudo,71
prosciutto crudo di parma dop,prosciutto crudo di carpegna,81
prosciutto crudo di parma dop,prosciutto crudo di montagna,77
prosciutto crudo di parma dop,prosciutto crudo di parma,93
prosciutto crudo di parma dop affettato,prosciutto cotto affettato,74
prosciutto crudo di parma dop affettato,prosciutto crudo di montagna,72
prosciutto crudo di parma dop affettato,prosciutto crudo di parma,78
prosciutto crudo di parma dop affettato,"prosciutto crudo, in un'unica fetta",70
prosciutto crudo e bresaola,prosciutto crudo,74
prosciutto crudo e bresaola,prosciutto crudo a fette sottili,75
prosciutto crudo e bresaola,prosciutto crudo di montagna,73
prosciutto crudo e bresaola,prosciutto crudo di parma,77
provola affumicata,provola affumicata,100
provola affumicata,provola affumicata fresca,84
provola affumicata,provola affumicato,94
provola affumicata cubettata,provola affumicata,78
provola affumicata cubettata,provola affumicata fresca,79
provola affumicata cubettata,provola affumicato,74
provolone dolce,provolone,75
radicchio rosso,radicchio,75
radicchio rosso,radicchio di treviso,74
radicchio rosso,radicchio precoce,75
radicchio rosso,radicchio rocchio,81
radicchio rosso,radicchio rosso,100
radicchio rosso,radicchio tardivo,75
radicchio rosso a spicchi,radicchio rocchio,76
radicchio rosso a spicchi,radicchio rosso,75
radicchio rosso julienne,radicchio rosso,77
ricotta salata,ricotta affumicata,75
ricotta salata,ricotta di pecora salata,74
ricotta salata,ricotta fresca,71
ricotta salata,ricotta magra,74
ricotta salata,ricotta salata,100
ricotta salata,ricotta salata grattugiata,70
ricotta salata,ricotta setacciata,81
ricotta salata,ricotta vaccina salata,78
ricotta vaccina granarolo,ricotta vaccina,75
ricotta vaccina granarolo,ricotta vaccina salata,77
ricotta vaccina granarolo,"ricotta vaccina, riposata 24 ore",70
riso basmati,riso basmati,100
riso basmati,riso basmati già cotto,71
riso basmati cotto,riso basmati,80
riso basmati cotto,riso basmati già cotto,90
riso carnaroli,riso arborio o carnaroli,74
riso carnaroli,riso carnaroli,100
riso carnaroli,riso carnaroli o arborio,74
riso carnaroli cotto,riso carnaroli,82
riso carnaroli cotto,riso carnaroli o arborio,77
riso parboiled,riso arborio,77
riso parboiled,riso parboiled,100
riso venere,riso venere,100
riso venere cotto,riso per risotto,73
riso venere cotto,riso venere,79
rosmarino fresco,rosmarino,72
rosmarino fresco,rosmarino 2,74
rosmarino fresco,rosmarino essiccato,80
rosmarino fresco,rosmarino fresco,100
rosmarino fresco,rosmarino fresco tritato,80
rosmarino fresco,rosmarino secco,84
rosmarino fresco,rosmarino tritato,73
rucola,rucola,100
salame cacciatorino a fette,salame cacciatorino,83
salmone affumicato,salmone affumicato,100
salmone affumicato,salmone affumicato a fette,82
salmone affumicato,salmone filetto,73
salmone affumicato julienne,salmone affumicato,80
salmone affumicato julienne,salmone affumicato a fette,79
salmone baffa surgelato,salmone affumicato,73
salmone fresco cubettato,salmone fresco,74
salmone fresco cubettato,salmone fresco abbattuto,83
salmone fresco quadrotti,salmone fresco,74
salmone fresco quadrotti,salmone fresco abbattuto,75
salsa di avocado,salsa di pomodoro,73
salsa di pere (120g),salsa di pesce,71
salsa di soia,salsa di ostriche,73
salsa di soia,salsa di pesce,74
salsa di soia,salsa di soia,100
salsa di soia,salsa di soia bio,87
salsa di soia,salsa di soia chiara,79
salsa di soia,salsa di soia fino,84
salsa di soia,salsa di soia scura,81
salsa di soia,salsa di soia tamari,79
salsa di soia e miele,salsa di soia,76
salsa di soia e miele,salsa di soia bio,79
salsa di soia e miele,salsa di soia chiara,73
salsa di soia e miele,salsa di soia fino,77
salsa di soia e miele,salsa di soia scura,70
salsa di soia e miele,salsa di soia tamari,78
salsa di soia kikkoman,salsa di soia,74
salsa di soia kikkoman,salsa di soia bio,82
salsa di soia kikkoman,salsa di soia chiara,76
salsa di soia kikkoman,salsa di soia fino,80
salsa di soia kikkoman,salsa di soia scura,73
salsa di soia kikkoman,salsa di soia tamari,76
salsa noci,salsa di soia,70
salsa tonnata,salsa tartufata,71
salsa verde,salsa verde,100
salsiccia di suino tagliata,salsiccia di maiale,70
salvia fresca,salvia essiccata,76
salvia fresca,salvia fresca,100
salvia fresca,salvia fresco,92
salvia fresca,salvia secco,72
scamorza artigianale affumicata,scamorza affumicata,76
sedano,sedano,100
sedano,sedano rapa,71
sedano rapa,sedano,71
sedano rapa,sedano costa,70
sedano rapa,sedano rapa,100
sedano rapa,sedano verde,70
sedano rapa cubetti,sedano rapa,73
sedano tagliato,sedano foglie,71
semi di sesamo,semi di senape,79
semi di sesamo,semi di sesamo,100
semi di sesamo,semi di sesamo nero,85
senape,senape,100
senape,senape semi,71
spaghetti,spaghetti,100
spaghetti,spaghetti agnesi,72
spaghetti cotti,spaghetti,75
spaghetti cotti,spaghetti agnesi,71
spaghetti quadrati,spaghetti agnesi,71
spaghetti quadrati,spaghetti di riso,74
speck,speck,100
speck affettato,speck a fette,79
speck affettato,speck affettato,100
spinaci cotti,spinaci,70
spinaci cotti,spinaci freschi,71
spinaci cotti,spinaci lessati,71
spinaci cotti,spinaci novelli,71
spinaci freschi cotti,spinaci freschi,83
spinaci freschi cotti,spinaci freschi puliti,84
spinaci freschi mondati,spinaci freschi,79
spinaci freschi mondati,spinaci freschi puliti,80
spinaci surgelati,spinaci lessati,75
spinaci surgelati,spinaci purea,80
spumante,spumante,100
spumante rosé,spumante,76
succo di limone,succo di lime,93
succo di limone,succo di limone,100
succo di limone,succo di limone o lime,81
tagliatelle secche all'uovo,tagliatelle all'uovo,85
taleggio dop,taleggio,80
timo fresco,timo fresco,100
timo fresco,timo secco,76
tortiglioni,tortiglioni,100
tortiglioni cotti,tortiglioni,79
trofie fresche,trofie fresche,100
uova sode,uova bio,71
uova sode,uova lesse,74
uova sode,uova medie,74
uova sode,uova sode,100
uova sode,uovo sodo,78
vino bianco,vino bianco,100
vino bianco,vino bianco secco,79
vino bianco,vino rosato o bianco,71
vino bianco,vino secco bianco,79
vino rosso,vino moscato,73
vino rosso,vino rosso,100
vino rosso,vino rosso corposo,71
vino rosso,vino rosso leggero,71
vino rosso,vino rosso secco,77
vino rosso fermo,vino rosso,77
vino rosso fermo,vino rosso corposo,76
vino rosso fermo,vino rosso e corposo,78
vino rosso fermo,vino rosso leggero,82
vino rosso fermo,vino rosso secco,81
vongole veraci,vongole veraci,100
yogurt greco dop 10%,yogurt greco,75
yogurt greco dop 10%,yogurt greco bianco,72
yogurt greco dop 10%,yogurt greco magro,74
yogurt intero bianco 150 gr,yogurt bianco greco,70
yogurt intero bianco 150 gr,yogurt bianco magro,70
yogurt intero bianco 150 gr,yogurt greco bianco,70
yogurt intero bianco 150 gr,yogurt intero bianco,85
zafferano fili,zafferano,78
zafferano fili,zafferano in pistilli,74
zafferano fili,zafferano in polver,73
zafferano fili,zafferano in polvere,71
zafferano fili,zafferano pistilli,81
zenzero,zenzero,100
zucca,zucca,100
zucca petali,zucca delica,75
zucca petali,zucca lessa,70
zucca petali,zucca polpa,70
zucchero a velo,zucchero,70
zucchero a velo,zucchero a belo,93
zucchero a velo,zucchero a piacere,73
zucchero a velo,zucchero a velo,100
zucchero a velo,zucchero a velo per decorare,70
zucchero a velo,zucchero a velo setacciato,73
zucchero a velo,zucchero a velo vanigliato,73
zucchero a velo,"zucchero a velo, facoltativo",70
zucchero a velo,zucchero bianco,73
zucchero a velo,zucchero bianco semolato,72
zucchero a velo,zucchero bucaneve,75
zucchero a velo,zucchero granella,75
zucchero a velo,zucchero vanigliato,71
zucchero a velo,zucchero zucchero a velo,77
zucchero semolato,zucchero a velo vanigliato,70
zucchero semolato,zucchero bianco semolato,83
zucchero semolato,zucchero bianco semolato bianco,71
zucchero semolato,zucchero granella,71
zucchero semolato,zucchero semolato,100
zucchero semolato,zucchero semolato a grana fine,72
zucchero semolato,zucchero semolato bianci,83
zucchero semolato,zucchero semolato bianco,83
zucchero semolato,zucchero semolato finissimo,77
zucchero semolato,"zucchero semolato, bianco",81
zucchero semolato,zucchero vanigliato,72
zucchero semolato,zucchero zolletta,71
zucchero semolato bianco,zucchero bianco,77
zucchero semolato bianco,zucchero bianco semolato,71
zucchero semolato bianco,zucchero bianco semolato bianco,87
zucchero semolato bianco,zucchero di canna bianco,71
zucchero semolato bianco,zucchero semolato,83
zucchero semolato bianco,zucchero semolato a grana fine,74
zucchero semolato bianco,zucchero semolato bianci,96
zucchero semolato bianco,zucchero semolato bianco,100
zucchero semolato bianco,zucchero semolato finissimo,82
zucchero semolato bianco,"zucchero semolato, bianco",98
zucchine,zucchina,88
zucchine,zucchina grande,70
zucchine,zucchina media,73
zucchine,zucchine,100
zucchine,zucchine baby,76
zucchine,zucchine chiara,70
zucchine,zucchine chiare,70
zucchine,zucchine lunga,73
zucchine,zucchine medie,73
zucchine,zucchine tonde,73
zucchine a fette,zucchine chiare,71
zucchine a fette,zucchine con fiore,71
zucchine a fette,zucchine medie,73
zucchine cubettate,zucchine baby,71
zucchine e porri,zucchine con fiore,71
zucchine e porri,zucchine con i fiori,72
zucchine e porri,zucchine medie,73
zucchine fiammifero,zucchine chiara,71
zucchine fiammifero,zucchine chiare,71
zucchine grigliate,zucchina grande,73
zucchine grigliate,zucchine chiare,73
zucchine grigliate,zucchine piccola,71
zucchine grigliate,zucchine piccole,71
zucchine julienne,zucchina tagliata a julienne,71
zucchine julienne,zucchine lunga,71
zucchine julienne,zucchine medie,71
zucchine mezza luna,zucchine lunga,79
zucchine tritate,zucchine chiara,71
zucchine tritate,zucchine chiare,71
zucchine tritate,zucchine medie,73
zucchine tritate,zucchine tonde,73
