Nome,Quantita,Unità di misura
Miele di acacia o millefiori,0,Cucchiaio
Ananas polpa,0,g
Cocco polpa,0,g
Acqua di cocco,0,ml
Cocco,0,Cucchiaino
Frutta secca esotica mista,0,Cucchiaio
Rabarbaro,0,g
Frutta il succo,0,ml
Gelatina di albicocca,0,g
Frutta di stagione,0,Unità
Gelatina spray,0,Unità
Vaniglia Bourbon,0,bacca
Rabarbaro fresco,0,g
Ciliegie snocciolate,0,g
Farro di mandorle,0,g
Miglio,0,g
Olio di riso,0,ml
Cocco grattugiato,0,g
Biscotti panna e cioccolato,0,g
Cioccolato findente a scaglie,0,Unità
Frutta candita,0,Unità
Succo di frutta a scelta,0,ml
Zucchero bucaneve,0,Unità
"Zucchero semolato, bianco",0,g
Amarena sciroppata,0,g
Nespola sbucciate e denocciolate,0,g
Limone buccia grattugiata,0,Unità
Agar agar in polvere,0,g
Vaniglia in polvere,0,Cucchiaino
Limone bio scorza grattugiata,0,Unità
Uovo di cioccolato,0,Unità
Pasta di zucchero bianca,0,g
Pasta di zucchero verde,0,g
Colorante verde,0,Unità
Latte intero freddo,0,Cucchiai
Cioccolato fondente in riccioli,0,g
Ovetto confettati colorati,0,Unità
Zucchero bianco semolato,0,g
Cramberries essiccati,0,Unità
Vaniglia estratto,0,Cucchiaino
Mela Golden al netto degli scarti,0,g
Cioccolato al latte in scagle,0,Cucchiai
Orzo perlato,0,g
Vaniglia in bacche,0,Grappolo
Uva fragola,0,unità
Cocco essiccato in scaglie,0,Cucchiai
Mandorle tritata,0,Cucchiai
Cialda a cono vuota,0,unità
Nocciola in granella,0,Unità
Cocco essiccato a scaglie,0,Unità
Frutta fresca,0,Unità
Noci brasiliane sgusciate,0,g
Avena crusca,0,g
Frutta di bosco fresca,0,Unità
Zucchero semolato finissimo,0,g
Marmellata di arance amare,0,g
Arancia scorza,0,Unità
Papaia,0,Fette
Cetriolo sbucciato,0,g
Mela Pink lady,0,Unità
Mela Rum,0,ml
Uovo grande,0,Unità
Cioccolato in gocce,0,g
Latte di cocco denso,0,ml
Açai bacche in polvere,0,Cucchiaio
Dragon fruit a fette,0,Fetta
Cocco essiccato in polvere,0,Cucchiaio
Semi di lino tostati,0,Cucchiaio
Caffè della moka freddo,0,ml
Gelato fior di latte,0,g
Giaccio in cubetti,0,Unità
Burro d'arachidi,0,g
Burro feddo,0,g
Vaniglia Bourbon estratto,0,Cucchiaio
Zucchero a velo non vanigliato,0,g
"Frutta rossi, lamponi e ribes",0,g
Biscotti savoiardi,0,g
Caffè,0,Unità
Pistacchi in crema,0,g
Panna per dolci,0,ml
Noci e mandorle sgusciate,0,g
Latte di cocco in lattina,0,Unità
Vaniglia la bacca,0,Unità
Liquore all'anice o Sambuca,0,Cucchiai
Burro sciolto e raffreddato,0,g
Mandorle pelate e tostate,0,g
Zucchero a velo vanigliato,0,g
"Burro leggermente salato, freddo",0,g
"Cioccolato bianco, in gocce",0,g
Pistacchi in granella,0,g
Confettura di lamponi,0,Unità
Biscotti a limone,0,g
Panna da montare zuccherata,0,g
Limone biologico,0,Unità
Mandorle in polvere,0,g
Mandorle intere,0,g
"Zucchero a velo, più altro per spolverare i biscotti",0,g
Menta facoltativa,0,Unità
"Zucchero a velo, facoltativo",0,Unità
Uova medie,0,Unità
Farina di quinoa già pronta,0,g
Panna di soia,0,ml
Vaniglia i semi della bacca,0,Unità
Miele o sciroppo d'acero o frutta fresca,0,Unità
Zucchero Semolato,0,g
Uovo piccolo,0,Unità
Cioccolato fondente a pezzi,0,g
Lavanda non trattata,0,Rametto
Menta sciroppo,0,ml
Vaniglia Bourbon in estratto o i semini di mezza bacca,0,Cucchiaino
Colorante Alimentare verde in pasta concentrata o gel,0,Unità
Cioccolato Fondente spezzettato,0,g
Glucosio o miele di acacia o millefiori,0,Cucchiaino
Acqua molto fredda,0,ml
Biscotti  amaretti secchi,0,g
Cioccolato fondente o come preferite,0,g
Latte per spennellare il dolce,0,Cucchiaio
Limoncello,0,Cucchiai
Formaggio mascarpone,0,g
Cioccolato bianco in granella,0,Unità
Biscotti pavesini al cacao,0,Unità
Cacao amaro setacciato,0,g
Cioccolato fondente fuso,0,g
Tuorli d'uovo sodi,0,Unità
Frutta,0,Unità
Ricotta vaccina o formaggio fresco quark,0,g
Zucchero semolato (più quello per la finitura),0,g
Vaniglia estratto o 1 bacca,0,Cucchiaino
Pasta frolla,0,g
Prugne secche e denocciolate,0,Unità
Fiori d'arancio,0,Cucchiai
Burro per lo stampo,0,Unità
Lampone,0,Unità
Pistacchio in granella,0,Unità
Caffè ristretto,0,ml
Panna o gelato fior di latte,0,Unità
Meringa,0,Unità
Zucchero a belo,0,Unità
Carbone vegetale,0,g
Fava secca,0,Unità
Baileys,0,ml
Yogurt bianco magro,0,g
Marmellata di mirtilli neri,0,g
Crema di nocciole con cioccolato fondente,0,g
Torrone bianco classico,0,g
Pandoro,0,Fette
Grappa,0,Cucchiaio
Arancia bio,0,Unità
Pandoro a cubetti,0,g
Caffè freddo,0,ml
Crema a piacere,0,Unità
Zuccherini colorati,0,Unità
"Spezie miscelate (pepe, chiodi di garofano, noce moscata)",0,Cucchiaino
Arancia buccia grattugiata,0,Cucchiaino
Uva sultanina,0,g
Mela grattugiata,0,g
Cherry,0,ml
Panettone monoporzione,0,Unità
Liquore al mandarino,0,Cucchiaio
Lenticchie lessate,0,g
Uvetta sultanina,0,g
Zucchero in granella,0,Unità
Zucchero di canna integrale chiaro,0,g
Arance buccia grattugiata,0,Cucchiai
Zenzero grattugiato,0,Cucchiai
Arancia il succo,0,Unità
Arancia candita,0,Unità
Zenzero candito,0,Unità
Panna vegetale,0,ml
Spezie miscela fatta in casa,0,Cucchiaino
Pretzel mini,0,Unità
Caramella bianca tonda e piccola,0,Unità
Cioccolato in pastiglie rosse,0,Unità
"Ghiaccia reale, preparato in polvere",0,g
Colorante alimentare in pasta color tiffany,0,Unità
Marmellata di arancia,0,g
Olio alimentare di arancia,0,goccia
Albumi pastorizzato,0,ml
Zucchero a velo per decorare,0,Unità
Frutta fresca mista,0,Manciata
Candy Cane bastoncini di zucchero,0,Unità
Anice verde,0,semi
Colorante blu,0,Unità
Colorante rosso,0,Unità
Colorante giallo,0,Unità
Burro pomata,0,g
Biscotti tipo Digestive,0,g
Biscotti Savoiardi,0,g
Biscotti amaretti,0,g
Fico,0,g
Confettura di pesce o di albicocche,0,Cucchiai
Colorante,0,Unità
Zucchero codette colorate,0,Unità
Caffè della moka poco zuccherato,0,ml
Mela tipo Golden,0,Unità
"Limone bio, la buccia",0,Unità
Cioccolato fondente a scaglie,0,Unità
Pera IGP dell'Emilia Romagna,0,Unità
Pepe in grani,0,Unità
Liquore di anice,0,Cucchiaio
Confettura di visciole,0,g
Confettura di fichi caramellati,0,Unità
Fico maturi,0,kg
Mandorle sbucciate,0,g
Olio Di Semi Di Arachide o di riso,0,ml
"Uva fragola, acini",0,g
Limoni la scorza e il succo,0,Unità
Nocciola al netto degli scarti,0,g
Nocciola per decorare,0,Unità
Crema pasticcera pronta,0,g
Uva bianca e nera,0,g
Marmellata a piacere,0,Cucchiai
Uovo medio,0,Unità
Farina 00 autolievitante,0,g
Nocciola sgusciate senza pelle,0,g
Frutti di bosco,0,g
Cioccolato crema spalmabile,0,g
Pasta di mandorle,0,g
Farina di mais finissima,0,g
Arance in succo,0,ml
Zucchero codette colorate o granella,0,Unità
Cioccolato findente in gocce,0,g
Panna vegetale zuccherata,0,g
Limone a fette,0,Unità
Mandorla estratto liquido,0,Unità
Tè al bergamotto,0,bustina
Pesca nettarina di Romagna,0,Unità
Mirtillo confettura,0,g
Kinder Bueno,0,Barretta
Croccante di mandorla e nocciola,0,g
Limone la buccia e il succo,0,Unità
Caco,0,Unità
Sciroppo alla menta,0,ml
Pesca al netto degli scarti,0,g
Sciroppo di menta,0,ml
Aroma di fiori d'arancio,0,Unità
Frutta a piacere,0,Unità
Farina di mais bramata,0,g
Zucchero semolato  bianco,0,g
Farina oo,0,Unità
Yogurt intero bianco,0,g
Mais fiocchi,0,g
Arance spermuta,0,ml
Latticello (o yogurt e limone),0,ml
Vaniglia semi,0,bacca
Preparato Red Velvet in briciole,0,Cucchiaio
Meringhe,0,g
Uva acini,0,Unità
Gelatina alimentare,0,Unità
Amarena sciroppo,0,Cucchiai
Colla di pesce in fogli,0,Bicchiere
Arance spremuta,0,ml
Yogurt cianco intero,0,g
Lime il succo e la scorza,0,Unità
Biscotto Oreo,0,Unità
Gelato alla crema con amaretti,0,g
Croccante alle mandorle,0,g
Nocciola in pasta,0,Cucchiai
Acqua aromatica alle rose,0,Cucchiai
Limone non trattato la buccia,0,Unità
Liquore alla nocciola,0,ml
Nocciola ricoperta di cioccolato,0,Unità
Pesca sciroppate,0,Barattolo
Confettura di albicocca,0,Cucchiaio
Lievito per docli,0,bustina
Farina w170,0,g
Acqua ghiacciata,0,Cucchiaio
Lampone freschi,0,Unità
Limone il succo e la buccia,0,Unità
Vaniglia in bacca,0,Unità
Vaniglia extratto liquido,0,Cucchiaino
Caffè espresso amaro,0,ml
Cioccolato gocce fondenti,0,Unità
Pepe lungo,0,bacca
Limone non trattatoo,0,Unità
Clementina,0,Unità
"Frutta rossi (lamponi, ciliegie, ribes...)",0,g
Latte di soai,0,ml
Marmellata ai lamponi,0,Unità
Yogurt vegetale,0,Cucchiai
Granola,0,Cucchiaio
Zucca in purea,0,g
Burro freddo a dadini,0,g
Mandorle tostate e frullate,0,g
Mela Golden Delicious o Royal Galaal netto degli scarti,0,Unità
Limone scorza non trattata,0,Unità
Mandorle grezze frullate,0,g
Farina di avena,0,g
Torrone bianco duro,0,g
Torrone agli agrumi e pistacchio,0,g
Liquore all'amaretto,0,Cucchiai
Arance non trattate,0,Unità
Mandorle a lamelle tostate,0,g
Canditi di agrumi,0,g
Arancia succo e buccia grattugiata,0,Unità
Limone succo e buccia grattugiata,0,Unità
Lievito fresco,0,g
Farina da pane,0,g
Cardamomo in polvere,0,g
Marzapane,0,g
Zucchero vanigliato,0,Unità
Pandoro raffermo,0,Fette
Latte scremato,0,Unità
Confettura di mirtilli rossi,0,Unità
Fave di Tonka,0,Unità
Cioccolato al latte in gocce,0,g
"Torrone classico, alle mandorle e nocciole",0,g
Noci gherigli tostati,0,g
Confettura di frutta chiara senza zucchero,0,Cucchiai
Limone la scorza nontrattata,0,Unità
Cioccodelizia,0,g
Cioccolato bianco in gocce,0,g
Caffè espresso bollente,0,ml
Semi di lino in polvere,0,g
Acqua bollente,0,Cucchiai
Avena in piacchi,0,g
Mela succo senza zucchero,0,Cucchiai
Pera williams,0,Unità
Marsala secco,0,ml
Pera medie,0,Unità
Miele di acaica,0,ml
Farina bianca,0,g
Cocco rapè,0,Cucchiaino
Pera William,0,Unità
Semolino,0,g
Arance candita,0,g
Lievito per torte,0,Cucchiaino
Caramella Mou,0,g
Farina farro integrale,0,g
Burro di cocco,0,g
Amarena sciroppate,0,Cucchiai
Mandorle senza guscio,0,g
Digestive,0,g
Mela Gala,0,Unità
Marshmallow,0,Unità
Noci pecan,0,g
Biscotti frollini senza glutine,0,Unità
Zucca polpa cotta e frullata,0,g
Biscokrok Babbi,0,Unità
Babette Babbi,0,Unità
Caffè espresso forte,0,Cucchiai
Caffè skolubile,0,Cucchiai
Limone la scorza rattugiata,0,Unità
Caffè d'orzo solubile,0,Cucchiai
Cacao grue,0,g
Biscotti ai cereali tritati,0,g
Panna liquida zuccherata,0,ml
Lamponi freschi,0,g
Kirtsh,0,ml
Farina macinata a pietra W 350,0,g
Cremadelizia Babbi al pistacchio,0,Barattolo
Acqua di fiori d'arancio,0,Cucchiaino
Yogurt al cocco,0,Barattolo
Cardamomo in bacche,0,bacca
Arancia la buccia,0,Unità
Banana matura,0,Unità
Wafer alla vaniglia,0,g
Crema al cioccolato,0,Cucchiai
Caffè espresso amaro freddo,0,Tazzina
Maizena senza glutine,0,g
Panna fresca montata non zuccherata,0,g
Cioccolato bianco senza glutine,0,g
Burro  fuso e fatto intiepidire,0,g
Caffè della moka non zuccherato,0,ml
Zucchero semolato a grana fine,0,g
Zucchero di canna a velo oppure frullato fino a renderlo a grana fine,0,g
Liquore Vov,0,ml
Albumi pastorizzati,0,g
Pistacchi sbucciati non salati,0,g
Mikado,0,Unità
Caffè d'orzo,0,ml
Yogurt greco senza grassi,0,g
Biscotti secchi al cioccolato,0,g
Panna fresca liquida,0,g
Tofu al naturale,0,g
Panna vegetale da montare,0,ml
Biscotti vegan ai cereali,0,Unità
Pistacchio tostati,0,Unità
Cioccolato fondente a pezzetti,0,g
Pesca bianche,0,Unità
Mandorle sbucciate e tritate,0,Unità
Biscotti con gocce di cioccolato,0,g
Pistacchi granella,0,g
Mela gialle,0,Unità
Mela pink lady,0,Unità
Limoni di 1 solo la scorzaù,0,Unità
Pasta frolla base di 20 cm di diametro già cotta,0,Unità
Confettura albicocche,0,Unità
Pasta di pistacchio,0,Cucchiai
Biscotti tipo digestive o integrali,0,g
Formaggio spalmabile light,0,g
"Yogurt magro alla pesca, naturale o alla vaniglia",0,g
Fruttosio,0,g
Pasta di vaniglia,0,Cucchiaino
Pesca nettarine IGP,0,Unità
Limone ( succo di 1/2 limone),0,Unità
Pistacchi (granella),0,g
"Biscotti  con gocce di cioccolato, tipo gocciole",0,g
Burro fuso fatto raffreddare,0,g
Formaggio spalamabile,0,ml
Zucchero a velo setacciato,0,g
"Caffè della moka, ristretto, non zuccherato",0,Unità
Caffè in chicchi,0,Unità
Caramello,0,Unità
Farina di mais gialla,0,g
Farina  tipo 1 macinata a pietra,0,g
"Zucchero di canna, più altro per cospargere la torta",0,g
Arance candite,0,g
Anice stellato  in semi,0,Cucchiaino
Finocchio (semi),0,Cucchiaino
Farina forte,0,g
Vaniglia (i semi),0,bacca
Arancia  (la scorza),0,Unità
Zucchero semolato per la superficie,0,Unità
Zucchero  di canna,0,g
Ciliegie Vignola IGP denocciolate,0,g
Vaniglia (estratto),0,Cucchiaino
Biscotti tipo digestive,0,g
Burro  fuso fatto raffreddare,0,g
Panna  liquida fresca,0,ml
Vaniglia bourbon (estratto o semi di una bacca),0,Cucchiaino
"Amarena sciroppate, sgocciolate",0,Unità
Cioccolato fondente spezzettato,0,g
Amaretti piccoli,0,g
"Amarena sciroppate, con poco del loro sciroppo",0,Unità
Farina di cocco o cocco rapè,0,g
Zucchero  semolato,0,g
Cardamomo (i semi schiacciati),0,bacca
Farina di grano saraceno bianca,0,g
Mandorle sgusciate non pelate,0,g
Tuorlo d'uovo per spennellare,0,Unità
Burro freddo a pezzetti,0,g
Vaniglia Bourbon (i semi o un cucchiaino di estratto),0,bacca
"Limone  non trattato, 1/2 scorza grattugiata",0,Unità
"Ricotta ovina che ha riposato in frigo almeno 12 ore, avvolta in un canovaccio sopra a un colino sistemato in una ciotola più grande (oppure 100 g di ricotta ovina e 100 g di ricotta vaccina per un gusto meno intenso)",0,g
Grano cotto Chirico,0,g
Arance  candita e tagliata a cubetti,0,g
Cedro  candito e tagliato a cubetti,0,g
Fiori d'arancio (essenza),0,Cucchiaino
Vaniglia Bourbon (o 1/2 cucchiaino di estratto),0,bacca
"Arancia non trattata, la scorza grattugiata",0,Unità
Fiori bianchi piccoli,0,Unità
Cioccolato  bianco in scaglie,0,g
Meringhe in pezzi,0,g
Cioccolato  fondente (anche in gocce),0,g
Lievito per dolci (1/2),0,Unità
Yogurt  bianco intero,0,g
Limone 1/2,0,Unità
Farina  0 W 260,0,g
Yogurt a temperatura ambiente,0,g
Vaniglia (1 cucchiaino estratto di Vaniglia),0,bacca
Crema  spalmabile alle nocciole,0,Unità
Frutta rossi,0,Unità
Mango maturo,0,g
Zucchero  a velo,0,g
Avena fiocchi,0,g
Latte di mandorla o latte di soia,0,g
Malto sciroppo di riso o agave,0,g
"Limone biologico, scorza",0,Unità
Yogurt soia,0,g
Noci pecan o mandorle,0,g
Noci di cocco (fiocco),0,Cucchiai
Mirtillo o frutti di bosco (opzionale per servire),0,Manciata
Chia (semi),0,g
Succo di limone o lime,0,Cucchiaio
"Limone o lime, scorza (opzionale)",0,Cucchiaio
Farina 00 (oltre quella per la spianatoia),0,g
Confettura di prugna,0,g
Noce,0,Unità
Zucchero  di canna grezzo,0,Cucchiai
Olio per la padella,0,Unità
Lime succo,0,Cucchiai
Lime non trattato,0,Unità
Limone (la scorza),0,tubetto
Biscotti al cacao,0,g
Cioccolato fondente in gocce o tritato,0,g
Mela fuji,0,Unità
Burro ammorbidito a temperatura ambiente,0,g
Sciroppo d'Acero,0,g
"Noci  pecan, a pezzetti",0,g
Zucchero di canna per la finitura,0,Unità
Burro morbido a temperatura ambiente,0,g
Limoni  il succo e la buccia grattugiata,0,Unità
Mela  già sbucciate e di tipi diversi,0,kg
Limone (la scorza grattugiata),0,Unità
Ciliegie duroni neri di Vignola,0,g
Cioccolato  fondente,0,g
Pistacchi interi non salati e in granella,0,g
Pistacchio  in granella,0,Unità
Ricotta magra,0,g
"Frutta fresca (more, ribes, mirtilli)",0,g
Arancia (scorza),0,Unità
Limoni (buccia),0,Unità
Cioccolato fondente al 55%,0,g
Rabarbaro (oppure altre fragole ),0,g
"Sciroppo di riso o mais, malto* oppure agave",0,g
Vaniglia fresca,0,Baccello
"Fecola , tapioca o amido di mais o riso",0,g
Farina di riso integrale,0,g
Nocciola tostate (o altre mandorle ),0,g
Olio cocco oppure olio di semi,0,g
"Sciroppo riso o mais, malto* oppure agave",0,g
Vaniglia in polvere o 1/2 bacca,0,Cucchiaino
Vaniglia semi di bacca,0,Unità
Panna  fresca liquida,0,g
Cioccolato  fondente tritato finemente,0,g
anice in grani,0,Unità
Nocciola  tostate e pelate,0,g
Cioccolato nocciolato (o al latte),0,g
Olio  di semi,0,ml
Lime non trattato (la buccia),0,Unità
Colomba pasquale,0,Fette
Farina  di mandorle,0,g
Mandorle in scaglie,0,g
Cioccolato  fondente 70%,0,g
Crema di nocciole spalmabile,0,g
Wafer  alla nocciola,0,g
Nocciola tostate in granella,0,g
Galletta di riso,0,g
Uova (1 intero più 1 tuorlo),0,Unità
Lievito (facoltativo),0,Cucchiaino
Cioccolato una metà dell'uovo di Pasqua,0,g
Uova a temperatura ambiente,0,Unità
Tuorlo d'uovo  a temperatura ambiente,0,Unità
Zucchero  in granella,0,Unità
Mandorla pelate per decorare,0,Unità
Farina a basso contenuto di glutine,0,g
Albumi montati a neve,0,Unità
Acqua aromatica di fiori d'arancio,0,Unità
Arancia  la buccia grattugiata,0,Unità
Arance candite (scorze),0,g
Cannella  in polvere,0,Cucchiaino
Mandorle  in scaglie,0,g
Cioccolato fondente al 55% di cacao,0,kg
Confetti colorati,0,Unità
"Limone , la scorza grattugiata",0,Unità
Limone  la scorza intera,0,Unità
Arancia  la scorza intera,0,Unità
Ricotta setacciata,0,g
Acqua di fiori di arancio,0,Cucchiaio
Arancia  la scorza,0,Unità
"Mandorle intere, tagliate grossolanamente",0,g
Farina di pistacchi,0,g
"Ciliegie (arancia, cedro, zuccata)",0,Unità
Uvetta  sultanina,0,g
Strutto o burro,0,g
Limone solo la buccia,0,Unità
Confettini colorati,0,Unità
Acqua  temperatura ambiente,0,ml
Farina W 350,0,g
Uvetta  di Corinto,0,g
Arance e zenzero candito,0,g
Chiodi di garofano  in polvere,0,Cucchiaino
"Limoni non trattati, la scorza grattugiata",0,Unità
"Arance non trattate, la scorza grattugiata",0,Unità
Farina  W 350,0,g
"Uovo grande, leggermente sbattuto",0,Unità
Grano precotto,0,g
Arance  candita,0,g
Acqua aromatizzata ai fiori,0,Cucchiai
Farina W170,0,kg
Limoni la buccia grattugiata,0,Unità
Ovetto di cioccolato,0,Unità
Liquore all'anice,0,Bicchierino
Farina di soia (facoltativo),0,Cucchiaino
Latte di soia (o altro latte vegetale),0,g
Preparato per cioccolato fondente vegan,0,g
Crema di pistacchi,0,g
Cioccolato  fondente al 70%,0,g
Lampone per guarnire,0,Unità
Farina  tipo 1,0,g
"Olio di semi, per spennellare",0,Unità
Farina  di mais fioretto,0,g
Burro  fuso e fatto raffreddare,0,g
Vaniglia Bourbon o i semi di una bacca (estratto),0,Cucchiaino
Latte di cocco tiepido,0,ml
Cocco in scaglire,0,Unità
Confettini  rosa per il naso,0,Unità
Cioccolato per gli occhi,0,goccia
Marshmallow grandi per le orecchie,0,Unità
Colorante alimentare in polvere color carne cipria o rosa chiaro,0,Unità
Colla alimentare,0,Unità
Latte fresco,0,ml
Vaniglia i semi ( o 1 bustina di vanillina),0,bacca
Cioccolato di cioccolato,0,g
Confettura di mirtilli,0,Unità
Confettura di pesche,0,Unità
Confettura di arance,0,Unità
Latte di soia o di riso,0,ml
Cioccolato Fondente,0,g
Cacao  Amaro,0,g
Uova grandi a temperatura ambiente,0,Unità
Burro  fuso,0,g
Latte  di cocco,0,g
Cocco disidratato,0,Unità
Menta in foglie,0,Unità
Panna fresca semimontata,0,ml
Burro leggermente salato,0,g
Liquirizia in polvere,0,g
Arancia buccia,0,Unità
Gelato  gusto bacio o qualsiasi altra crema preferiate,0,g
Zucchero (opzionale),0,Cucchiai
Farina di mais finissima  tipo fumetto,0,g
Uovo grande a temperatura ambiente,0,Unità
Mandorla sgusciate,0,Unità
Biscotti  tipo digestive,0,g
Panna Montata già zuccherata,0,g
Gelatina  in fogli,0,g
Succo di Lime,0,ml
Lime la scorza grattugiate finemente,0,Unità
Farina per dolci con amido,0,g
Cacao grue o gocce di cioccolato,0,g
Zucchero a velo per la finitura,0,Unità
Latte  intero fresco,0,ml
Miele di agrumi,0,g
Zucchero cristalli (per la superficie),0,Unità
Limone (scorza),0,Unità
Marmellata di ciliegie,0,Unità
Farina di orzo integrale,0,g
Uova media,0,Unità
"Cioccolato bianco e fondente, tritati",0,g
Ribes essiccati,0,g
Limone (scorza grattugiata),0,Unità
Latte per spennellare,0,Unità
Zucchero di canna chiaro per la superficie,0,Unità
Zucchero di canna tipo panela,0,g
Mela al netto degli scarti (golden o renette),0,g
"Spezie miscela di cannella, chiodi di garofano, noce moscata, zenzero, anice stellato",0,Cucchiaino
Lievito in polvere per dolci,0,g
Vaniglia Bourbon (estratto) o i semi di una bacca,0,Cucchiaino
Panna fresca liquida da montare,0,g
Caffè liquido non zuccherato,0,Cucchiai
Crema spalmabile alle nocciole,0,g
Cioccolato alle nocciole,0,g
Wafer al cioccolato,0,g
"Uova , tuorli e albumi separati",0,Unità
Lievito  per dolci vanigliato,0,bustina
Farina per pasta frolla gluten free,0,g
Uovo bio,0,Unità
Limone scorza grattuggiatea,0,Unità
Pancetta affettata,0,g
Scamorza fior di latte,0,g
Pomodoro fresco,0,Unità
Fungo sottolio in scatola,0,Scatola
Farina per pinsa,0,g
Emmenthal grattugiato a scaglie,0,g
Malto in polvere,0,Cucchiaino
Calamaro di media grandezza,0,Unità
Cipolla di Tropea piccola,0,Unità
Impasto per pizza,0,g
Sale a scaglie,0,Unità
Mozzarella fiordialatte,0,g
Pomodori San Marzano,0,g
Oliva barese in salamoia,0,Unità
Farina di grano tenero di tipo 1 (320 W),0,kg
Ragù,0,g
"Pomodori (polpa, opzionale)",0,g
Grana Padano 16 mesi,0,g
Farina di frumento raffinata,0,g
Farina Manitoba o farina per pane,0,g
"Semi di sesamo, di girasole, di zucca",0,Unità
Acqua minerale,0,ml
Manzo irlandese,0,g
Aceto Balsamico in crema,0,Cucchiai
Olio extravergine di oliva delicato,0,ml
Pecorino semi stagionato,0,Fette
Semi mix a piacere,0,Unità
Farina Petra 3,0,g
Pomodori Piccadilly,0,Unità
Timo fresco Pizza sottile e croccante con farina Petra 3,0,Cucchiaino
Pomodori verde,0,Unità
Pomodori datterino giallo,0,Unità
Farina tipo 1 macinata a pietra,0,g
Oliva nere denocciolate,0,Unità
Semola rimacinata,0,Unità
Erbe aromatiche miste secche,0,Cucchiaino
Sale mediofine di Cervia,0,g
Impasto per piadina,0,g
Sesamo semi bianchi e neri,0,Unità
Insalata lattuga,0,Foglia
Carciofo sbollentato in acqua e aceto,0,Unità
Semola per spolverare,0,Unità
Manzo gallese i.g.p. filetto o controfiletto,0,g
Acqua tazze,0,Unità
Zucchero di canna Demerara,0,Cucchiai
Formaggio Brie,0,g
Farina semola di grano duro,0,g
Caciocavallo ragusano grattugiato,0,g
Provola ragusano,0,g
Mandorle sgusciate e pelate,0,g
Rosmarino fresco tritato,0,Cucchiai
Patate lessate,0,g
Farina Integrale,0,g
Farina 450,0,g
Impasto pronto per pizza,0,Panetti
Mozzarella fiordilatta,0,g
Farina di semola rimacinata,0,Unità
Crusca,0,Unità
Birra non filtrata non pastorizzata,0,ml
Lievito lievito di birra fresco,0,g
"Semi papavero, girasole, zucca",0,g
Pane bianco per tramezzini,0,Fette
Uovo sodo,0,Unità
Acqua (tenetene da parte 30 g),0,ml
Basilico ligure,0,g
Pesto alla Genovese,0,Cucchiai
Mozzarella tipo fiordilatte,0,g
Cipolla  rossa di Tropea,0,Unità
Tonno fresco,0,g
Sale integrale in fiocchi,0,Unità
Olio  di oliva,0,ml
Pecorino  Romano grattugiato,0,g
Formaggio fresco tipo Emmental,0,g
Latte oppure acqua,0,ml
Semi mix,0,Unità
Tè verde in foglie,0,Unità
Gallina,0,Unità
Manzo coste,0,g
Salsicce di maiale napoletana,0,g
Cicoria,0,g
Cavoli riccio,0,g
Verza al netto degli scarti,0,g
Farro,0,g
Manzo spezzatino,0,g
Riso per risotti,0,g
Pera Kaiser,0,Unità
Parmigiano rwggiano grattugiato,0,g
Bietola da taglio,0,g
Fagiolo Cannellini,0,g
Formaggio casera,0,g
Ossobuco grossi,0,Unità
Cipolla bianca grossa,0,Unità
Brodo di carne,0,lt
Tonno in scatola,0,g
Tortillas,0,Unità
Pollo petto,0,g
Fagiolo neri precotti,0,g
Limone il succo e la scorza,0,Unità
Bambù,0,g
Funghi neri cinesi,0,Unità
Maiale fesa,0,g
Tofu morbido,0,g
Salsa di soia chiara,0,Cucchiaino
Salsa di soia scura,0,Cucchiaino
Pasta corta,0,g
Gnocchi,0,kg
Formaggio emmenthal a fette,0,g
Riso Basmati,0,g
Peperoncino rosso thai,0,Unità
Noodles,0,g
Sedano con tutte le foglie,0,Costa
Funghi,0,g
Fagiolo Borlotti,0,g
Maccheroni,0,g
Melanzana tonda viola,0,Unità
Caciocavallo fresco,0,g
Caciocavallo stagionato,0,Unità
Coda di rospo,0,Unità
Gallinella,0,Unità
Canocchia,0,Unità
Zafferano in polver,0,bustina
Pollo cosce,0,Unità
Cipolla piccola,0,Unità
Polipetti,0,g
Spezie mix per paella,0,bustina
Fumetto di pesce,0,lt
Gambero teste,0,Unità
Maiale londa,0,Fetta
Miso,0,Cucchiaino
Riso bianco per sushi già cotto,0,g
Semi di sesamo bianchi e neri,0,Cucchiai
Zafferano in polvere,0,bustina
Vitello polpa,0,g
Lumaconi,0,g
Piadina,0,Unità
Pomodori pelati sgocciolati,0,Unità
Pane rustico,0,Fette
Pane casereccio a fette,0,Unità
Carne macinata mista manzo e maiale,0,g
Piselli sgranati,0,g
Scorfano,0,kg
Palombo,0,g
Melanzana ovali,0,kg
Udon precotti,0,Confezione
Cavolo,0,Pezzetto
Funghi shiitake secchi,0,g
Pollo filetto,0,Unità
Orecchiette,0,g
Germogli freschi,0,Unità
Tortillas di mais,0,Unità
Queso messicano Oaxaca,0,g
Peperoncino verde,0,Unità
Peperoncino nero,0,Unità
Olio extravergine dioliva,0,Unità
Manzo,0,kg
"Fave fresche, peso al netto degli scarti",0,g
Guanciale,0,g
Pasta fresca all'uovo per lasagne,0,g
Ciliegini,0,g
Formaggio Raclette,0,g
Cipolle di tropea,0,Unità
Pane da hot dog,0,Unità
Würstel di maiale,0,Unità
Radicchio rocchio,0,g
Penne,0,g
Spinarolo,0,g
Gallinella di piccola pezzatura,0,g
